车辆ID,左车道速度,右车道速度,总平均速度
bus16186,30.3,,30.3
bus16193,29.41,,29.41
bus1621,15.03,,15.03
bus16211,28.53,,28.53
bus16214,31.1,,31.1
bus1622,24.32,,24.32
bus16221,31.08,,31.08
bus16222,37.3,,37.3
bus16238,37.25,,37.25
bus16239,34.12,,34.12
bus16246,35.15,,35.15
bus1625,31.91,,31.91
bus16258,50.9,,50.9
bus16261,29.75,,29.75
bus16263,32.43,,32.43
bus16268,37.9,,37.9
bus16270,31.11,,31.11
bus16273,36.65,,36.65
bus16277,25.43,,25.43
bus16281,27.4,,27.4
bus16284,33.53,,33.53
bus1629,22.9,,22.9
bus16293,34.63,,34.63
bus16295,31.13,,31.13
bus16298,30.6,,30.6
bus16309,32.98,,32.98
bus16311,34.59,,34.59
bus16319,27.85,,27.85
bus16328,38.7,,38.7
bus16329,36.64,,36.64
bus16330,31.89,,31.89
bus16338,31.17,,31.17
bus16346,31.7,,31.7
bus16356,30.73,,30.73
bus16362,48.8,,48.8
bus16383,38.2,,38.2
bus16384,36.61,,36.61
bus16395,39.25,,39.25
bus16400,33.0,,33.0
bus16409,39.4,,39.4
bus16423,132.6,,132.6
bus16427,32.81,,32.81
bus16434,35.95,,35.95
bus16435,35.94,,35.94
bus16440,37.59,,37.59
bus1645,21.94,,21.94
bus16450,31.36,,31.36
bus16452,37.15,,37.15
bus16456,43.4,,43.4
bus16461,34.04,,34.04
bus16464,39.36,,39.36
bus16470,26.5,,26.5
bus16472,27.3,,27.3
bus16478,29.75,,29.75
bus1648,17.78,,17.78
bus16486,39.62,,39.62
bus16488,37.06,,37.06
bus16490,25.1,,25.1
bus16491,50.39,,50.39
bus16492,29.45,,29.45
bus16494,25.11,,25.11
bus16499,21.97,,21.97
bus16510,25.4,,25.4
bus16513,26.1,,26.1
bus16514,27.09,,27.09
bus16517,18.0,,18.0
bus16518,24.34,,24.34
bus16520,24.74,,24.74
bus16524,24.7,,24.7
bus16530,14.75,,14.75
bus16535,25.44,,25.44
bus16536,26.0,,26.0
bus1654,48.16,,48.16
bus16541,43.6,,43.6
bus16549,26.62,,26.62
bus16551,26.98,,26.98
bus16558,42.7,,42.7
bus1656,20.18,,20.18
bus16573,38.5,,38.5
bus16576,155.1,,155.1
bus16581,13.14,,13.14
bus16601,35.6,,35.6
bus16606,40.22,,40.22
bus1662,24.75,,24.75
bus16636,28.37,,28.37
bus16643,40.2,,40.2
bus16649,35.62,,35.62
bus16660,36.79,,36.79
bus16663,15.09,,15.09
bus16665,38.54,,38.54
bus16667,23.98,,23.98
bus16668,37.0,,37.0
bus16679,36.63,,36.63
bus1668,17.55,,17.55
bus16680,19.5,,19.5
bus16699,14.71,,14.71
bus16708,33.5,,33.5
bus16712,33.02,,33.02
bus16720,14.94,,14.94
bus16722,33.44,,33.44
bus16725,35.21,,35.21
bus16726,27.5,,27.5
bus16727,18.0,,18.0
bus16738,13.87,,13.87
bus16740,12.16,,12.16
bus16746,15.13,,15.13
bus16748,16.9,,16.9
bus16749,11.17,,11.17
bus16751,11.9,,11.9
bus16773,6.9,,6.9
bus16775,10.3,,10.3
bus16777,14.25,,14.25
bus16782,3.74,,3.74
bus16809,8.9,,8.9
bus16815,5.55,,5.55
bus16816,21.66,,21.66
bus1682,28.82,,28.82
bus16820,21.28,,21.28
bus16839,7.2,,7.2
bus1684,26.89,,26.89
bus16840,16.77,,16.77
bus16841,14.48,,14.48
bus16848,13.74,,13.74
bus16858,9.8,,9.8
bus16861,13.46,,13.46
bus1687,27.38,,27.38
bus16876,14.83,,14.83
bus16890,25.99,,25.99
bus16894,26.0,,26.0
bus16904,18.44,,18.44
bus16906,23.07,,23.07
bus16917,27.78,,27.78
bus16926,25.2,,25.2
bus16942,43.99,,43.99
bus16949,13.49,,13.49
bus16955,31.4,,31.4
bus16958,29.28,,29.28
bus16968,26.4,,26.4
bus16972,26.25,,26.25
bus170,23.93,,23.93
bus17001,32.2,,32.2
bus1701,72.5,,72.5
bus17012,28.94,,28.94
bus17025,35.46,,35.46
bus17028,26.41,,26.41
bus1703,23.14,,23.14
bus17030,56.37,,56.37
bus17034,28.9,,28.9
bus17041,31.36,,31.36
bus17051,30.3,,30.3
bus17053,34.83,,34.83
bus17067,35.69,,35.69
bus17073,27.84,,27.84
bus17079,25.15,,25.15
bus17087,37.23,,37.23
bus17089,28.38,,28.38
bus17101,33.12,,33.12
bus17106,34.09,,34.09
bus17110,28.76,,28.76
bus17112,26.6,,26.6
bus17114,31.11,,31.11
bus17116,35.46,,35.46
bus1712,27.61,,27.61
bus17121,30.51,,30.51
bus17137,26.66,,26.66
bus17151,30.99,,30.99
bus17158,29.98,,29.98
bus1716,13.61,,13.61
bus17173,30.1,,30.1
bus17174,23.25,,23.25
bus17179,31.82,,31.82
bus1720,29.11,,29.11
bus17200,33.0,,33.0
bus17230,36.93,,36.93
bus17238,24.5,,24.5
bus17246,58.2,,58.2
bus1725,43.81,,43.81
bus17257,30.3,,30.3
bus17261,27.91,,27.91
bus17267,36.73,,36.73
bus17280,32.77,,32.77
bus17283,30.15,,30.15
bus17290,29.33,,29.33
bus17294,33.25,,33.25
bus17295,26.13,,26.13
bus17299,27.34,,27.34
bus17301,31.46,,31.46
bus17305,45.89,,45.89
bus17308,110.9,,110.9
bus1731,28.71,,28.71
bus17321,30.3,,30.3
bus17328,35.53,,35.53
bus17330,35.44,,35.44
bus17354,38.22,,38.22
bus17363,36.62,,36.62
bus17366,27.87,,27.87
bus17367,33.55,,33.55
bus17373,34.31,,34.31
bus17390,27.48,,27.48
bus17393,32.29,,32.29
bus17399,30.8,,30.8
bus17404,35.6,,35.6
bus17411,39.1,,39.1
bus17418,34.99,,34.99
bus17419,29.8,,29.8
bus17420,32.61,,32.61
bus17436,33.62,,33.62
bus17443,34.67,,34.67
bus17454,33.9,,33.9
bus17459,32.92,,32.92
bus17461,42.62,,42.62
bus17464,35.58,,35.58
bus17474,35.1,,35.1
bus17477,37.71,,37.71
bus17479,43.23,,43.23
bus17494,38.4,,38.4
bus1750,28.25,,28.25
bus17505,42.0,,42.0
bus17516,35.07,,35.07
bus17522,38.15,,38.15
bus17526,33.27,,33.27
bus17527,36.64,,36.64
bus17535,26.64,,26.64
bus17538,43.4,,43.4
bus17539,38.8,,38.8
bus17544,37.49,,37.49
bus17546,38.36,,38.36
bus17553,45.5,,45.5
bus17559,38.1,,38.1
bus17563,36.13,,36.13
bus17566,41.38,,41.38
bus17570,44.2,,44.2
bus17573,38.43,,38.43
bus17586,27.55,,27.55
bus176,,19.0,19.0
bus1760,35.7,,35.7
bus17601,39.1,,39.1
bus17603,25.16,,25.16
bus17607,40.33,,40.33
bus17618,29.27,,29.27
bus17619,36.52,,36.52
bus17621,32.02,,32.02
bus17626,36.7,,36.7
bus17638,44.7,,44.7
bus17658,29.4,,29.4
bus17663,18.04,,18.04
bus17678,17.98,,17.98
bus1769,24.33,,24.33
bus17722,16.34,,16.34
bus1773,37.8,,37.8
bus17733,16.97,,16.97
bus17739,23.01,,23.01
bus17745,25.0,,25.0
bus17767,28.82,,28.82
bus17768,28.4,,28.4
bus17795,32.23,,32.23
bus17796,31.69,,31.69
bus17799,53.4,,53.4
bus1780,34.07,,34.07
bus17802,31.72,,31.72
bus17808,37.4,,37.4
bus17813,36.1,,36.1
bus17815,15.87,,15.87
bus17825,32.8,,32.8
bus1783,25.89,,25.89
bus17831,35.37,,35.37
bus17847,36.06,,36.06
bus17857,35.75,,35.75
bus17863,32.19,,32.19
bus17867,30.93,,30.93
bus1788,31.7,,31.7
bus17881,66.6,,66.6
bus17887,54.76,,54.76
bus1789,26.99,,26.99
bus17894,34.04,,34.04
bus1790,30.21,,30.21
bus17901,37.1,,37.1
bus17905,42.98,,42.98
bus17908,31.66,,31.66
bus17909,17.4,,17.4
bus1791,35.51,,35.51
bus17913,10.6,,10.6
bus17916,33.87,,33.87
bus17928,35.36,,35.36
bus17929,33.73,,33.73
bus1793,31.46,,31.46
bus17944,35.98,,35.98
bus17946,32.35,,32.35
bus17962,32.84,,32.84
bus17977,30.1,,30.1
bus17980,23.3,,23.3
bus17989,24.5,,24.5
bus17990,26.34,,26.34
bus17999,23.52,,23.52
bus1800,25.41,,25.41
bus18000,29.43,,29.43
bus18020,28.99,,28.99
bus18025,21.17,,21.17
bus18027,100.52,,100.52
bus18043,39.19,,39.19
bus18049,22.82,,22.82
bus1805,36.34,,36.34
bus18059,31.0,,31.0
bus18061,21.9,,21.9
bus18068,32.77,,32.77
bus1809,26.06,,26.06
bus18097,30.12,,30.12
bus18101,36.22,,36.22
bus18105,29.21,,29.21
bus18113,29.92,,29.92
bus18117,27.62,,27.62
bus18119,18.78,,18.78
bus18122,26.34,,26.34
bus18125,31.6,,31.6
bus18126,31.55,,31.55
bus18129,32.53,,32.53
bus18137,26.94,,26.94
bus18139,72.8,,72.8
bus18140,31.57,,31.57
bus18147,41.6,,41.6
bus18148,33.4,,33.4
bus18154,21.79,,21.79
bus18168,48.08,,48.08
bus18180,27.01,,27.01
bus18197,12.51,,12.51
bus1823,31.67,,31.67
bus18232,20.25,,20.25
bus18235,15.53,,15.53
bus18249,24.51,,24.51
bus18250,6.7,,6.7
bus18251,15.18,,15.18
bus18252,16.13,,16.13
bus18264,24.93,,24.93
bus18268,24.2,,24.2
bus1827,23.08,,23.08
bus18272,18.47,,18.47
bus18278,32.1,,32.1
bus18285,24.89,,24.89
bus18297,29.2,,29.2
bus18299,25.07,,25.07
bus18313,18.75,,18.75
bus18315,19.59,,19.59
bus18316,21.66,,21.66
bus18334,30.5,,30.5
bus18345,26.4,,26.4
bus18348,19.6,,19.6
bus18349,31.0,,31.0
bus18380,30.75,,30.75
bus1839,33.98,,33.98
bus18393,17.22,,17.22
bus18394,17.27,,17.27
bus18397,29.65,,29.65
bus18400,26.71,,26.71
bus18404,27.6,,27.6
bus18409,15.0,,15.0
bus18415,30.15,,30.15
bus18428,23.6,,23.6
bus18435,30.2,,30.2
bus1844,58.9,,58.9
bus18444,20.19,,20.19
bus18455,29.77,,29.77
bus18457,27.38,,27.38
bus18471,35.3,,35.3
bus18473,32.79,,32.79
bus18489,35.43,,35.43
bus1849,21.35,,21.35
bus18495,39.1,,39.1
bus18496,21.89,,21.89
bus18501,21.8,,21.8
bus18513,34.41,,34.41
bus18530,36.3,,36.3
bus18532,31.9,,31.9
bus18537,31.43,,31.43
bus1854,36.53,,36.53
bus18545,28.84,,28.84
bus18546,35.59,,35.59
bus18548,28.86,,28.86
bus18553,36.33,,36.33
bus18555,29.3,,29.3
bus18559,37.17,,37.17
bus1856,24.03,,24.03
bus18568,35.3,,35.3
bus18570,31.82,,31.82
bus18586,32.61,,32.61
bus1859,20.26,,20.26
bus18591,36.58,,36.58
bus18593,31.12,,31.12
bus18598,35.2,,35.2
bus18604,43.31,,43.31
bus18613,32.03,,32.03
bus18628,40.0,,40.0
bus18630,40.17,,40.17
bus18635,32.3,,32.3
bus18638,37.79,,37.79
bus18640,32.76,,32.76
bus18641,37.9,,37.9
bus18643,42.54,,42.54
bus18650,33.9,,33.9
bus18653,41.91,,41.91
bus18654,41.3,,41.3
bus18655,49.7,,49.7
bus18664,43.88,,43.88
bus18665,39.02,,39.02
bus18667,14.85,,14.85
bus18671,40.1,,40.1
bus1868,20.6,,20.6
bus18685,39.99,,39.99
bus18697,39.94,,39.94
bus18702,43.4,,43.4
bus18704,51.69,,51.69
bus18711,39.8,,39.8
bus18713,37.25,,37.25
bus1872,16.69,,16.69
bus18721,42.38,,42.38
bus18724,41.72,,41.72
bus18730,51.4,,51.4
bus18732,40.55,,40.55
bus18737,45.59,,45.59
bus18741,43.26,,43.26
bus18743,44.0,,44.0
bus18744,44.1,,44.1
bus18748,38.8,,38.8
bus18750,45.17,,45.17
bus18755,46.56,,46.56
bus18766,41.7,,41.7
bus18772,37.21,,37.21
bus18776,45.0,,45.0
bus1878,23.46,,23.46
bus18785,43.43,,43.43
bus18791,36.37,,36.37
bus18797,35.1,,35.1
bus18817,28.08,,28.08
bus1882,15.29,,15.29
bus18832,21.28,,21.28
bus18849,23.1,,23.1
bus18854,34.58,,34.58
bus18872,26.21,,26.21
bus18874,15.33,,15.33
bus18877,15.43,,15.43
bus18883,9.27,,9.27
bus18887,19.6,,19.6
bus18895,21.82,,21.82
bus18904,17.2,,17.2
bus18916,12.64,,12.64
bus18924,9.02,,9.02
bus18929,19.0,,19.0
bus18945,4.34,,4.34
bus18957,16.38,,16.38
bus18961,10.0,,10.0
bus18962,15.5,,15.5
bus18966,0.82,,0.82
bus18968,25.4,,25.4
bus18974,11.82,,11.82
bus18978,10.73,,10.73
bus1899,9.0,,9.0
bus18992,20.62,,20.62
bus18998,9.7,,9.7
bus190,18.1,,18.1
bus19020,19.34,,19.34
bus19024,33.16,,33.16
bus19030,20.22,,20.22
bus19033,11.05,,11.05
bus1905,20.97,,20.97
bus19056,26.3,,26.3
bus19062,22.88,,22.88
bus19078,20.88,,20.88
bus19079,27.95,,27.95
bus19097,27.18,,27.18
bus19109,25.86,,25.86
bus19116,26.08,,26.08
bus19138,28.87,,28.87
bus19150,27.94,,27.94
bus19162,31.36,,31.36
bus19163,30.1,,30.1
bus19168,33.7,,33.7
bus19175,29.05,,29.05
bus19188,34.95,,34.95
bus19191,30.25,,30.25
bus19200,33.19,,33.19
bus19201,32.69,,32.69
bus19203,34.1,,34.1
bus19206,28.0,,28.0
bus19213,31.9,,31.9
bus19215,37.1,,37.1
bus19218,37.18,,37.18
bus19219,36.98,,36.98
bus1922,22.34,,22.34
bus19222,33.8,,33.8
bus19228,29.68,,29.68
bus1925,26.7,,26.7
bus19255,26.72,,26.72
bus19276,31.49,,31.49
bus19278,31.34,,31.34
bus19291,30.67,,30.67
bus19297,35.6,,35.6
bus19303,32.33,,32.33
bus19307,42.28,,42.28
bus19317,35.24,,35.24
bus19322,34.89,,34.89
bus19332,31.2,,31.2
bus19342,29.6,,29.6
bus19351,30.65,,30.65
bus19352,31.32,,31.32
bus19356,33.17,,33.17
bus19361,29.9,,29.9
bus19365,41.4,,41.4
bus19367,32.4,,32.4
bus19373,32.84,,32.84
bus19376,41.33,,41.33
bus19381,31.94,,31.94
bus19383,33.0,,33.0
bus19392,36.32,,36.32
bus19399,31.66,,31.66
bus19403,32.25,,32.25
bus19404,30.87,,30.87
bus1941,10.83,,10.83
bus19422,36.0,,36.0
bus19423,26.9,,26.9
bus19426,32.5,,32.5
bus19436,40.68,,40.68
bus19439,46.38,,46.38
bus1944,10.15,,10.15
bus19445,30.86,,30.86
bus19449,38.75,,38.75
bus19456,31.01,,31.01
bus19466,36.8,,36.8
bus19469,56.1,,56.1
bus19481,24.69,,24.69
bus19492,26.77,,26.77
bus19496,15.8,,15.8
bus19501,29.18,,29.18
bus19511,24.05,,24.05
bus19515,11.97,,11.97
bus19523,36.25,,36.25
bus19531,29.2,,29.2
bus19542,3.44,,3.44
bus19547,27.0,,27.0
bus19556,12.14,,12.14
bus19565,25.82,,25.82
bus19568,8.43,,8.43
bus1957,23.91,,23.91
bus19583,1.82,,1.82
bus19594,19.84,,19.84
bus19614,6.2,,6.2
bus19617,19.07,,19.07
bus19639,14.47,,14.47
bus19661,24.5,,24.5
bus1968,23.68,,23.68
bus19710,63.5,,63.5
bus19722,5.4,,5.4
bus19728,21.6,,21.6
bus19740,14.79,,14.79
bus19745,8.28,,8.28
bus19778,15.8,,15.8
bus1978,23.22,,23.22
bus19787,13.03,,13.03
bus19798,8.97,,8.97
bus1980,37.05,,37.05
bus19812,10.88,,10.88
bus19814,7.73,,7.73
bus19822,8.56,,8.56
bus19826,9.38,,9.38
bus19834,5.47,,5.47
bus19838,12.2,,12.2
bus19845,9.6,,9.6
bus19847,11.55,,11.55
bus19850,14.32,,14.32
bus19856,28.02,,28.02
bus19860,12.96,,12.96
bus19893,13.85,,13.85
bus199,16.11,,16.11
bus1990,27.4,,27.4
bus19907,10.01,,10.01
bus19936,11.77,,11.77
bus19940,17.7,,17.7
bus19944,34.4,,34.4
bus19973,22.87,,22.87
bus19985,10.38,,10.38
bus19997,21.53,,21.53
bus2,32.37,26.7,29.68
bus20024,13.08,,13.08
bus20029,16.4,,16.4
bus20054,7.73,,7.73
bus20068,12.8,,12.8
bus20085,9.51,,9.51
bus20092,11.44,,11.44
bus20094,9.98,,9.98
bus2010,21.19,,21.19
bus20106,15.7,,15.7
bus20114,13.21,,13.21
bus20119,1.2,,1.2
bus2013,21.96,,21.96
bus20138,9.07,,9.07
bus20159,12.25,,12.25
bus20160,21.7,,21.7
bus20161,8.74,,8.74
bus20170,5.5,,5.5
bus20182,8.92,,8.92
bus20187,17.05,,17.05
bus20203,9.9,,9.9
bus20204,13.43,,13.43
bus20208,7.63,,7.63
bus20226,14.25,,14.25
bus20234,10.08,,10.08
bus20253,12.4,,12.4
bus20269,26.44,,26.44
bus20281,14.38,,14.38
bus20285,22.5,,22.5
bus20295,8.82,,8.82
bus203,19.8,,19.8
bus20307,7.53,,7.53
bus2031,23.16,,23.16
bus20320,13.75,,13.75
bus20325,15.53,,15.53
bus2033,21.3,,21.3
bus20332,14.2,,14.2
bus2034,22.0,,22.0
bus20360,23.6,,23.6
bus20364,10.9,,10.9
bus20368,8.11,,8.11
bus20371,13.16,,13.16
bus20376,27.75,,27.75
bus2038,38.83,,38.83
bus20384,19.83,,19.83
bus20393,3.45,,3.45
bus20395,22.17,,22.17
bus20416,3.6,,3.6
bus20425,13.45,,13.45
bus20437,13.54,,13.54
bus20442,13.44,,13.44
bus20449,15.05,,15.05
bus2045,21.1,,21.1
bus20454,15.08,,15.08
bus20466,9.88,,9.88
bus2047,23.06,,23.06
bus20474,22.1,,22.1
bus20477,11.5,,11.5
bus20478,13.0,,13.0
bus20482,4.5,,4.5
bus20501,12.59,,12.59
bus2051,9.03,,9.03
bus20517,12.55,,12.55
bus2055,22.44,,22.44
bus20556,9.75,,9.75
bus20563,44.5,,44.5
bus20564,0.2,,0.2
bus20571,13.3,,13.3
bus20584,21.63,,21.63
bus2060,38.4,,38.4
bus20610,22.2,,22.2
bus20611,9.11,,9.11
bus20616,14.2,,14.2
bus2063,19.53,,19.53
bus20635,15.75,,15.75
bus20650,41.37,,41.37
bus20656,17.51,,17.51
bus2068,11.29,,11.29
bus20689,28.18,,28.18
bus20700,11.51,,11.51
bus20702,16.8,,16.8
bus20710,17.9,,17.9
bus20718,11.7,,11.7
bus20719,15.0,,15.0
bus20723,21.07,,21.07
bus20744,14.07,,14.07
bus20774,31.8,,31.8
bus20777,31.2,,31.2
bus20782,44.94,,44.94
bus2079,31.01,,31.01
bus20791,8.87,,8.87
bus208,18.19,,18.19
bus20806,33.4,,33.4
bus20814,15.8,,15.8
bus2082,3.4,,3.4
bus20820,16.99,,16.99
bus20822,15.39,,15.39
bus20828,14.5,,14.5
bus20830,13.63,,13.63
bus20847,12.75,,12.75
bus2085,24.31,,24.31
bus20864,18.26,,18.26
bus2088,12.15,,12.15
bus20884,21.88,,21.88
bus20908,12.79,,12.79
bus2091,14.27,,14.27
bus2092,17.98,,17.98
bus20941,18.59,,18.59
bus20945,18.63,,18.63
bus20947,19.9,,19.9
bus20953,18.57,,18.57
bus20969,17.8,,17.8
bus20984,20.86,,20.86
bus20986,15.36,,15.36
bus2100,22.6,,22.6
bus21000,9.4,,9.4
bus21012,11.7,,11.7
bus2104,4.2,,4.2
bus21043,16.95,,16.95
bus21054,13.47,,13.47
bus21059,15.24,,15.24
bus21107,30.35,,30.35
bus21122,13.31,,13.31
bus21123,2.8,,2.8
bus21139,19.2,,19.2
bus2114,27.87,,27.87
bus21141,14.71,,14.71
bus21153,16.4,,16.4
bus21156,15.96,,15.96
bus21162,17.6,,17.6
bus21166,19.3,,19.3
bus21195,9.64,,9.64
bus212,16.68,,16.68
bus21216,7.97,,7.97
bus2126,12.48,,12.48
bus21260,5.6,,5.6
bus21271,8.56,,8.56
bus21274,9.67,,9.67
bus21280,10.86,,10.86
bus213,19.47,,19.47
bus21306,8.29,,8.29
bus21323,25.51,,25.51
bus21347,7.8,,7.8
bus21355,7.58,,7.58
bus2136,29.06,,29.06
bus21364,11.2,,11.2
bus21365,11.25,,11.25
bus21370,15.57,,15.57
bus21383,21.0,,21.0
bus21387,11.0,,11.0
bus21393,18.7,,18.7
bus21394,11.5,,11.5
bus21404,25.7,,25.7
bus21410,8.3,,8.3
bus21413,14.2,,14.2
bus21416,20.9,,20.9
bus21420,18.5,,18.5
bus21425,11.48,,11.48
bus21428,20.0,,20.0
bus21432,3.68,,3.68
bus21437,15.82,,15.82
bus21449,8.1,,8.1
bus21455,20.6,,20.6
bus21461,24.7,,24.7
bus21468,9.0,,9.0
bus2147,26.7,,26.7
bus21503,16.47,,16.47
bus21510,14.3,,14.3
bus21519,27.85,,27.85
bus21524,14.93,,14.93
bus21525,14.15,,14.15
bus21526,11.77,,11.77
bus21537,17.16,,17.16
bus21554,13.81,,13.81
bus21559,12.1,,12.1
bus21599,14.63,,14.63
bus21602,14.09,,14.09
bus21603,22.83,,22.83
bus2162,17.07,,17.07
bus21626,10.17,,10.17
bus21628,15.77,,15.77
bus2163,24.3,,24.3
bus21631,28.9,,28.9
bus2164,25.14,,25.14
bus21646,10.64,,10.64
bus21647,16.85,,16.85
bus21658,23.23,,23.23
bus21665,15.19,,15.19
bus2170,38.61,,38.61
bus21708,30.5,,30.5
bus21714,13.5,,13.5
bus21725,20.19,,20.19
bus21755,19.0,,19.0
bus21779,11.11,,11.11
bus21788,17.5,,17.5
bus2179,17.0,,17.0
bus21796,21.0,,21.0
bus21801,21.7,,21.7
bus21803,71.71,,71.71
bus2182,21.71,,21.71
bus21824,14.17,,14.17
bus21829,22.79,,22.79
bus2183,26.47,,26.47
bus21846,8.9,,8.9
bus21855,16.69,,16.69
bus21861,8.52,,8.52
bus21864,7.83,,7.83
bus21894,33.0,,33.0
bus21912,9.98,,9.98
bus21924,20.0,,20.0
bus21927,17.08,,17.08
bus21938,9.26,,9.26
bus21950,12.3,,12.3
bus21952,12.0,,12.0
bus21954,13.69,,13.69
bus21957,22.6,,22.6
bus21958,17.0,,17.0
bus21975,9.24,,9.24
bus2198,23.29,,23.29
bus22008,19.1,,19.1
bus22028,14.13,,14.13
bus22048,16.8,,16.8
bus2206,18.2,,18.2
bus22070,13.35,,13.35
bus22086,14.76,,14.76
bus22089,25.23,,25.23
bus22093,23.32,,23.32
bus22096,13.01,,13.01
bus22106,19.2,,19.2
bus22134,18.1,,18.1
bus22140,8.47,,8.47
bus22150,25.8,,25.8
bus22155,24.57,,24.57
bus22159,11.39,,11.39
bus2216,19.6,,19.6
bus22166,14.45,,14.45
bus22175,27.2,,27.2
bus22180,7.15,,7.15
bus22182,13.58,,13.58
bus22187,20.21,,20.21
bus22190,14.03,,14.03
bus22222,3.83,,3.83
bus22230,19.3,,19.3
bus22234,12.1,,12.1
bus22237,19.7,,19.7
bus22252,14.3,,14.3
bus22260,12.28,,12.28
bus22267,12.18,,12.18
bus22275,11.47,,11.47
bus22276,14.22,,14.22
bus22287,12.99,,12.99
bus22295,13.73,,13.73
bus22301,15.52,,15.52
bus22304,17.8,,17.8
bus22306,13.7,,13.7
bus22308,14.91,,14.91
bus2231,27.24,,27.24
bus22323,17.67,,17.67
bus2233,14.0,,14.0
bus22343,14.13,,14.13
bus2235,9.87,,9.87
bus22354,19.68,,19.68
bus22355,11.99,,11.99
bus2236,23.6,,23.6
bus22377,10.16,,10.16
bus22379,10.59,,10.59
bus22391,20.43,,20.43
bus22392,10.11,,10.11
bus22394,12.62,,12.62
bus224,21.2,,21.2
bus2240,22.11,,22.11
bus22400,24.9,,24.9
bus2241,19.98,,19.98
bus22419,24.0,,24.0
bus22425,24.7,,24.7
bus22431,9.56,,9.56
bus22436,15.87,,15.87
bus22447,28.5,,28.5
bus22461,10.28,,10.28
bus22463,16.07,,16.07
bus22467,19.25,,19.25
bus22473,8.98,,8.98
bus22479,35.05,,35.05
bus22487,13.55,,13.55
bus22489,15.92,,15.92
bus22492,9.39,,9.39
bus22495,10.05,,10.05
bus22498,33.5,,33.5
bus22499,9.51,,9.51
bus22505,14.88,,14.88
bus22508,13.25,,13.25
bus2251,13.37,,13.37
bus22511,20.99,,20.99
bus22512,11.66,,11.66
bus22521,8.75,,8.75
bus22526,6.1,,6.1
bus2253,26.07,,26.07
bus22530,10.31,,10.31
bus22534,55.8,,55.8
bus22536,21.06,,21.06
bus22553,17.36,,17.36
bus22555,22.6,,22.6
bus22556,15.49,,15.49
bus22562,18.36,,18.36
bus22568,16.49,,16.49
bus22577,6.91,,6.91
bus22578,13.34,,13.34
bus2258,18.75,,18.75
bus22585,13.78,,13.78
bus22592,17.64,,17.64
bus22597,17.82,,17.82
bus22599,3.57,,3.57
bus2260,29.64,,29.64
bus22601,9.2,,9.2
bus22608,24.53,,24.53
bus22610,24.1,,24.1
bus22622,11.7,,11.7
bus22638,24.2,,24.2
bus2264,10.4,,10.4
bus22649,8.95,,8.95
bus2266,20.21,,20.21
bus22660,18.9,,18.9
bus22666,9.52,,9.52
bus22676,7.65,,7.65
bus22680,13.16,,13.16
bus22689,15.64,,15.64
bus2269,25.32,,25.32
bus22693,8.49,,8.49
bus22704,11.3,,11.3
bus22710,23.07,,23.07
bus22712,20.23,,20.23
bus22713,22.2,,22.2
bus22732,27.09,,27.09
bus22750,11.34,,11.34
bus22755,27.2,,27.2
bus22762,14.17,,14.17
bus2278,30.4,,30.4
bus22785,23.6,,23.6
bus2281,9.28,,9.28
bus22828,17.8,,17.8
bus2284,23.97,,23.97
bus22840,7.7,,7.7
bus2285,25.17,,25.17
bus22876,11.5,,11.5
bus22881,27.09,,27.09
bus22883,22.01,,22.01
bus22891,11.42,,11.42
bus22895,5.79,,5.79
bus22899,10.78,,10.78
bus22939,15.85,,15.85
bus22942,19.3,,19.3
bus22943,16.16,,16.16
bus22951,19.13,,19.13
bus22961,13.95,,13.95
bus22972,10.7,,10.7
bus22981,11.45,,11.45
bus22990,19.69,,19.69
bus23002,17.61,,17.61
bus23004,5.62,,5.62
bus23017,9.67,,9.67
bus23024,14.8,,14.8
bus23025,22.0,,22.0
bus23031,20.12,,20.12
bus23035,17.59,,17.59
bus23046,13.1,,13.1
bus23056,20.7,,20.7
bus23064,8.83,,8.83
bus23066,11.39,,11.39
bus2307,18.49,,18.49
bus23086,9.46,,9.46
bus23091,14.12,,14.12
bus2310,11.29,,11.29
bus23101,7.88,,7.88
bus2312,18.43,,18.43
bus23133,12.94,,12.94
bus23135,10.91,,10.91
bus23140,22.28,,22.28
bus23147,21.1,,21.1
bus23149,12.33,,12.33
bus23157,11.38,,11.38
bus23159,11.3,,11.3
bus2316,20.5,,20.5
bus23160,17.39,,17.39
bus23161,9.94,,9.94
bus23168,10.42,,10.42
bus23177,11.56,,11.56
bus23178,15.07,,15.07
bus23179,9.33,,9.33
bus23187,22.98,,22.98
bus23188,16.4,,16.4
bus23198,17.5,,17.5
bus2320,27.03,,27.03
bus23211,13.96,,13.96
bus23214,12.92,,12.92
bus23221,20.85,,20.85
bus23225,22.5,,22.5
bus23230,15.6,,15.6
bus23241,14.8,,14.8
bus23273,16.3,,16.3
bus23278,19.71,,19.71
bus23282,20.44,,20.44
bus23292,9.5,,9.5
bus2331,22.5,,22.5
bus23321,20.1,,20.1
bus23324,13.5,,13.5
bus23325,11.63,,11.63
bus2334,18.66,,18.66
bus23342,21.4,,21.4
bus23344,20.89,,20.89
bus2335,36.83,,36.83
bus23358,11.91,,11.91
bus23361,20.36,,20.36
bus23363,5.42,,5.42
bus23382,18.55,,18.55
bus23401,29.95,,29.95
bus23410,17.63,,17.63
bus23411,24.8,,24.8
bus23417,24.69,,24.69
bus23419,18.74,,18.74
